,name,overall_score,position_score,height,weight,pref_foot,birthdate,age,pref_pos,work_rate,weak_foot,skill_moves,wage,joined_club,contract_expires,Ball Control,Dribbling,Slide Tackle,Stand Tackle,Aggression,Reactions,Att. Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long Pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,FK Acc.,Penalties,Volleys,GK Positioning,GK Diving,GK Handling,GK Kicking,GK Reflexes,ball_skill_avg,mental_avg,passing_avg,physical_avg,shooting_avg,goalkeeper_avg
7627,Alexander Succar,67,67,180.0,78.0,1,586,29.0,656,7,3.0,3.0,6.3,811,1,65,72,21,22,59,63,64,28,60,61,72,63,44,79,59,73,54,75,54,79,60,66,73,66,67,54,70,58,11,13,8,15,13,68.5,55.833333333333336,59.66666666666666,67.57142857142857,64.25,12.0
7628,Luciano Recalde,67,69,184.0,78.0,0,586,29.0,61,8,3.0,2.0,5.3,979,0,59,43,67,72,62,64,24,66,32,51,28,57,45,53,72,73,63,55,50,70,66,45,22,27,30,26,41,26,13,11,14,10,9,51.0,49.833333333333336,43.333333333333336,62.285714285714285,35.375,11.4
7629,Cristian Núñez,67,72,165.0,71.0,1,5898,26.0,108,3,3.0,2.0,3.4,457,0,67,65,63,62,83,62,52,61,64,57,53,70,69,75,78,74,78,67,73,77,61,71,43,43,51,49,47,43,8,13,10,10,8,66.0,63.16666666666666,64.0,74.57142857142857,51.0,9.8
7630,Jeronimo Cacciabue,67,71,173.0,73.0,1,2340,26.0,116,3,3.0,3.0,4.5,1696,145,71,66,64,66,59,65,58,64,64,69,58,73,64,66,65,57,69,65,68,65,60,61,56,53,51,44,56,53,10,13,7,14,13,68.5,63.16666666666666,65.0,65.0,54.25,11.4
7631,Malte Amundsen,67,70,179.0,81.0,0,1569,26.0,264,2,2.0,3.0,2.6,82,1,63,68,57,64,66,63,54,67,60,51,73,59,58,72,73,76,66,75,64,66,41,60,39,51,50,35,38,44,6,9,14,5,10,65.5,60.16666666666666,63.333333333333336,70.28571428571429,44.75,8.8
7632,David Otto,67,74,185.0,82.0,1,4013,25.0,656,2,3.0,3.0,2.6,1149,1,66,67,18,20,33,62,71,20,59,60,50,64,40,73,69,69,64,68,68,75,64,66,68,65,47,41,68,54,11,12,14,9,14,66.5,50.833333333333336,51.333333333333336,69.42857142857143,59.125,12.0
7633,Ricardo Friedrich,67,68,188.0,83.0,1,1692,31.0,258,8,1.0,1.0,1.5,986,1,17,15,15,20,28,61,10,12,45,48,13,20,20,38,32,59,35,20,43,56,11,49,12,15,15,13,20,13,67,68,64,65,69,16.0,34.0,17.666666666666668,40.42857142857143,18.5,66.6
7634,Alexis Rodríguez,67,67,170.0,71.0,1,3846,28.0,59,8,3.0,3.0,5.8,821,0,70,68,48,53,60,64,68,48,66,63,53,64,58,73,59,58,83,74,81,57,43,67,68,60,40,46,49,52,9,14,14,13,8,69.0,61.5,58.333333333333336,69.28571428571429,53.125,11.6
7635,Samuel Sosa,67,75,176.0,76.0,0,1177,24.0,304,8,3.0,3.0,5.0,792,1,69,72,40,41,40,59,65,34,63,64,61,62,58,81,56,64,70,74,69,68,46,75,67,74,50,76,64,53,9,11,13,15,13,70.5,54.16666666666666,60.333333333333336,68.85714285714286,63.125,12.2
7636,Joaquín Blázquez,67,79,193.0,87.0,1,2412,23.0,258,8,3.0,1.0,3.2,158,0,16,9,13,12,21,60,7,12,27,33,10,26,33,22,26,58,45,25,33,51,11,49,6,7,11,10,14,7,69,66,61,65,71,12.5,26.666666666666668,23.0,37.142857142857146,14.375,66.4
7637,Lennart Moser,67,74,196.0,88.0,0,1473,24.0,258,8,3.0,1.0,2.5,1010,2,12,8,11,12,28,61,5,10,29,24,13,22,15,18,18,64,24,32,35,53,11,44,5,7,13,14,19,9,64,70,64,58,70,10.0,26.166666666666668,16.666666666666668,34.857142857142854,15.25,65.2
7638,Cory Burke,67,67,191.0,82.0,1,1358,32.0,656,6,3.0,2.0,3.3,768,1,66,64,24,39,66,62,63,20,37,60,25,53,31,71,60,85,37,80,46,84,70,69,66,58,48,41,65,62,11,10,8,9,8,65.0,51.333333333333336,36.333333333333336,66.14285714285714,59.875,9.2
7639,Dominik Martinović,67,70,179.0,77.0,1,3918,27.0,656,0,3.0,3.0,4.6,1011,2,68,68,16,12,32,62,65,19,62,58,42,61,41,77,81,69,80,82,77,76,62,73,67,62,51,43,70,64,14,9,6,14,7,68.0,49.66666666666666,48.0,77.42857142857143,61.5,10.0
7640,Marcel Costly,67,68,183.0,76.0,1,4894,28.0,598,0,3.0,3.0,3.3,1010,2,65,67,57,56,52,57,52,59,56,59,62,61,48,84,90,69,73,92,76,71,48,62,51,52,56,30,38,38,9,7,14,7,13,66.0,55.833333333333336,57.0,79.28571428571429,46.875,10.0
7641,Elías Pereyra,67,74,172.0,69.0,0,1643,25.0,284,8,3.0,2.0,3.0,1241,2,64,63,66,62,55,61,56,68,52,59,59,62,44,75,71,54,70,73,70,61,51,27,29,34,35,32,46,27,12,10,7,12,14,63.5,58.5,55.0,67.71428571428571,35.125,11.0
7642,Vagner,67,67,168.0,67.0,1,2062,28.0,680,7,3.0,4.0,7.0,1100,1,68,70,32,39,65,66,69,24,66,68,64,62,61,83,55,56,78,80,85,65,49,72,67,70,68,73,70,64,9,10,9,15,11,69.0,59.66666666666666,62.333333333333336,71.71428571428571,66.625,10.8
7643,Anthony Blondell,67,67,188.0,78.0,1,4304,30.0,656,1,3.0,3.0,6.6,884,0,67,63,21,25,62,60,65,13,56,55,45,55,43,69,59,80,50,70,58,78,64,72,70,65,62,61,66,59,13,10,8,11,15,65.0,51.833333333333336,47.66666666666666,66.28571428571429,64.875,11.4
7644,Ali Karimi,67,67,185.0,79.0,1,1565,30.0,194,8,3.0,2.0,5.4,1087,1,70,68,56,62,62,66,65,63,68,67,58,68,66,64,66,74,58,54,59,75,70,64,60,61,59,49,48,48,9,6,14,13,5,69.0,65.16666666666667,64.0,64.28571428571429,57.375,9.4
7645,Adrian Nilsen Pereira,67,72,177.0,75.0,0,929,24.0,284,0,3.0,3.0,2.3,263,2,65,66,61,61,67,60,59,61,51,63,64,60,54,81,81,63,79,81,72,68,48,72,56,59,62,58,45,52,6,8,10,9,12,65.5,60.16666666666666,59.333333333333336,75.0,56.5,9.0
7646,Hugo Andersson,67,73,196.0,86.0,1,2045,25.0,61,8,3.0,2.0,3.9,920,2,58,43,68,69,68,58,26,59,44,53,32,58,50,41,61,83,33,46,37,71,67,44,22,28,29,28,36,29,6,6,12,9,9,50.5,51.333333333333336,46.66666666666666,53.142857142857146,35.375,8.4
7647,Yoël Armougom,67,72,173.0,71.0,0,3534,26.0,288,8,3.0,2.0,5.6,1214,2,63,64,64,63,61,62,55,60,45,53,64,62,44,81,75,65,82,78,74,69,49,65,32,43,59,45,40,27,7,13,5,14,13,63.5,56.0,56.66666666666666,74.85714285714286,45.0,10.4
7648,Thijmen Goppel,67,67,180.0,74.0,1,1660,27.0,496,7,2.0,3.0,6.2,1110,2,68,63,52,48,61,59,58,52,60,57,67,61,57,91,75,65,75,83,79,72,49,63,58,51,59,49,49,51,12,6,14,5,14,65.5,57.833333333333336,61.66666666666666,77.14285714285714,53.625,10.2
7649,Tom Holmes,67,73,189.0,82.0,1,3673,24.0,61,5,2.0,2.0,2.1,1579,2,58,54,70,68,75,63,39,67,49,64,53,63,64,47,65,76,55,52,48,70,66,35,20,20,46,25,37,32,14,12,9,8,12,56.0,59.5,60.0,59.0,35.125,11.0
7650,Samuel Oum Gouet,67,70,185.0,74.0,1,1124,26.0,108,6,3.0,2.0,2.8,1156,2,64,62,62,65,60,66,49,66,66,67,56,68,63,53,80,82,60,51,62,74,64,70,47,57,59,46,41,41,15,10,9,5,10,63.0,62.333333333333336,62.333333333333336,66.0,53.125,9.8
7651,Steven Benda,67,73,193.0,83.0,1,5184,25.0,258,8,3.0,1.0,5.8,196,1,19,13,11,9,19,58,4,13,26,26,7,26,21,36,30,53,33,38,30,52,12,46,5,12,8,11,12,9,66,67,65,61,70,16.0,24.33333333333333,18.0,38.85714285714285,14.375,65.8
7652,Paul Smyth,67,69,173.0,69.0,1,5707,26.0,345,2,2.0,3.0,6.0,1011,3,64,70,26,31,47,59,61,25,63,60,57,59,46,90,70,49,87,88,90,68,56,61,64,57,54,54,58,56,11,10,10,7,12,67.0,52.5,54.0,77.42857142857143,57.5,10.0
7653,Diego Pampín,67,76,173.0,65.0,0,3728,24.0,274,8,3.0,2.0,2.3,1250,1,69,53,73,70,52,64,50,65,50,51,69,69,53,63,41,58,70,51,56,71,71,40,27,38,44,44,43,26,12,12,12,13,15,61.0,55.333333333333336,63.66666666666666,58.57142857142857,41.625,12.8
7654,Gonzalo Freitas,67,67,189.0,80.0,1,5357,32.0,104,8,3.0,2.0,5.3,1094,0,60,55,68,70,86,60,56,63,58,58,52,66,62,53,64,84,45,56,54,75,66,68,46,56,45,48,47,44,10,13,7,11,11,57.5,63.5,60.0,61.57142857142857,52.5,10.4
7655,Marcelo Ortíz,67,67,186.0,80.0,1,2117,30.0,84,8,2.0,2.0,4.2,1220,1,62,54,66,65,68,65,31,69,37,63,58,63,56,66,67,80,57,64,50,74,58,39,20,21,40,23,35,22,14,5,9,8,12,58.0,55.5,59.0,65.42857142857143,32.25,9.6
7656,Emmanuel Sabbi,67,70,178.0,70.0,1,1305,26.0,649,1,4.0,4.0,5.2,149,1,67,68,29,35,53,61,62,40,57,63,54,60,50,90,67,56,88,91,89,73,57,66,60,59,61,48,54,59,10,14,13,8,7,67.5,56.0,54.66666666666666,79.14285714285714,58.0,10.4
7657,Magnus Mattsson,67,72,174.0,63.0,1,1838,25.0,31,8,4.0,3.0,3.7,1009,1,71,73,28,28,52,61,66,29,64,65,57,64,58,73,76,53,76,76,80,58,31,64,64,61,59,58,60,56,10,14,14,8,14,72.0,56.16666666666666,59.66666666666666,70.28571428571429,56.625,12.0
7658,George Johnston,67,72,181.0,78.0,0,5692,25.0,61,2,3.0,2.0,4.0,1009,3,62,60,66,67,71,66,36,65,42,60,39,62,60,66,70,77,60,64,64,84,63,46,30,24,38,37,45,31,6,8,9,11,6,61.0,56.66666666666666,53.66666666666666,69.28571428571429,39.25,8.0
7659,Bobby Adekanye,67,73,175.0,70.0,0,1623,25.0,497,8,3.0,3.0,3.1,1010,1,73,74,30,35,48,59,64,21,61,59,64,64,48,79,42,70,74,76,72,63,50,66,62,56,53,54,52,61,11,8,9,5,9,73.5,52.0,58.66666666666666,68.0,56.75,8.4
7660,Ajibola Alese,67,78,192.0,80.0,0,2194,23.0,262,2,3.0,2.0,8.8,1060,2,58,63,63,68,65,59,43,65,40,64,56,61,51,71,67,80,59,80,56,80,62,43,26,35,40,27,28,34,10,14,6,14,6,60.5,56.0,56.0,70.42857142857143,36.875,10.0
7661,Conor Coventry,67,75,175.0,68.0,1,3921,24.0,108,8,3.0,2.0,15.0,1634,1,67,65,60,68,68,65,56,66,69,70,68,67,65,66,76,59,77,63,80,63,56,59,47,60,66,69,64,42,12,11,9,13,7,66.0,65.66666666666667,66.66666666666667,69.14285714285714,57.875,10.4
7662,Etienne Amenyido,67,72,180.0,75.0,1,3618,26.0,680,8,3.0,3.0,6.7,1009,3,71,72,39,28,57,67,65,33,62,55,57,63,47,83,76,72,72,81,78,79,59,67,67,54,44,57,46,54,12,8,9,14,10,71.5,56.5,55.66666666666666,77.28571428571429,56.0,10.6
7663,Alasana Manneh,67,71,170.0,61.0,0,500,26.0,194,8,3.0,3.0,4.7,307,2,69,68,62,63,53,62,53,63,69,67,65,69,68,67,75,53,81,68,80,56,50,70,59,68,68,54,52,34,9,8,15,12,7,68.5,61.16666666666666,67.33333333333333,68.57142857142857,56.875,10.2
7664,Connor Metcalfe,67,75,183.0,70.0,0,5107,24.0,506,2,4.0,3.0,5.5,1010,2,65,67,55,58,72,71,65,66,67,66,57,70,67,70,77,80,76,59,73,72,53,63,61,56,54,50,50,49,12,6,14,12,11,66.0,67.83333333333333,64.66666666666667,72.42857142857143,54.5,11.0
7665,Aynsley Pears,67,73,185.0,77.0,1,276,26.0,258,8,2.0,1.0,9.7,1837,4,19,11,11,13,35,62,10,9,38,34,12,22,21,15,16,53,29,16,41,46,13,47,10,12,10,14,14,9,65,68,63,62,71,15.0,31.33333333333333,18.33333333333333,30.857142857142858,16.125,65.8
7666,Giotto Morandi,67,74,181.0,80.0,0,4064,25.0,664,8,3.0,3.0,6.4,680,2,70,68,50,50,55,63,68,48,66,66,56,68,63,78,69,66,71,77,77,71,54,68,68,66,59,57,69,62,7,14,6,14,10,69.0,61.0,62.333333333333336,72.71428571428571,62.875,10.2
7667,Curtis Tilt,67,67,189.0,75.0,0,938,33.0,61,2,3.0,2.0,6.4,1088,2,47,52,66,68,73,62,27,61,31,52,28,58,41,53,66,81,65,65,50,74,65,58,24,35,20,28,27,25,6,12,11,11,9,49.5,51.0,42.333333333333336,64.85714285714286,35.25,9.8
7668,Konrad Michalak,67,70,174.0,61.0,1,5864,26.0,623,2,2.0,3.0,6.5,206,1,68,71,46,40,58,59,60,31,59,58,62,67,55,91,68,46,82,91,83,64,50,54,58,45,59,33,42,32,12,14,11,10,11,69.5,54.16666666666666,61.333333333333336,75.0,46.625,11.6
7669,Sumayhan Al Nabit,67,67,174.0,71.0,1,3956,28.0,345,2,3.0,3.0,11.0,1011,3,67,70,23,26,55,59,67,26,66,49,61,60,58,78,76,42,78,77,88,57,42,60,55,60,52,44,56,43,9,12,11,8,13,68.5,53.66666666666666,59.66666666666666,70.85714285714286,51.5,10.6
7670,Albion Vrenezi,67,67,177.0,66.0,1,5595,30.0,24,8,4.0,3.0,2.5,1010,1,69,72,18,17,36,63,66,18,58,55,64,65,50,82,81,48,80,77,83,53,36,67,66,67,60,57,61,59,8,8,15,7,11,70.5,49.333333333333336,59.66666666666666,72.0,59.125,9.8
7671,Antonios Papadopoulos,67,72,185.0,83.0,1,5709,24.0,63,6,3.0,2.0,10.0,1009,1,58,53,63,66,82,64,37,64,52,59,28,59,44,63,76,82,64,66,64,82,55,41,22,33,23,30,35,29,13,8,11,7,10,55.5,59.66666666666666,43.66666666666666,71.0,33.5,9.8
7672,Javi Alonso,67,72,183.0,75.0,0,536,26.0,99,8,3.0,2.0,3.0,1005,2,67,60,61,64,69,67,48,58,73,68,48,72,65,45,77,71,65,57,66,62,55,67,48,49,66,64,49,36,10,13,13,7,14,63.5,63.833333333333336,61.66666666666666,63.285714285714285,54.25,11.4
7673,Jader Valencia,67,74,192.0,72.0,0,4801,24.0,329,8,3.0,3.0,5.0,1343,3,64,78,49,53,43,64,66,45,58,56,64,68,60,71,37,76,36,76,68,76,57,55,65,53,41,33,63,48,14,9,7,14,10,71.0,55.333333333333336,64.0,62.85714285714285,51.875,10.8
7674,Gonzalo Asís,67,67,174.0,65.0,1,3975,28.0,489,8,3.0,2.0,4.4,492,0,63,67,64,63,72,64,70,62,64,72,59,63,60,77,74,65,72,73,76,75,62,53,36,47,46,35,47,36,9,11,5,7,7,65.0,67.33333333333333,60.66666666666666,73.14285714285714,45.25,7.8
7675,Tobias Müller,67,67,188.0,80.0,1,3079,30.0,61,5,3.0,2.0,6.7,1010,1,57,52,66,68,67,66,26,64,40,64,42,60,60,64,64,76,58,71,61,75,64,44,28,30,30,24,30,22,9,10,5,13,8,54.5,54.5,54.0,67.0,34.0,9.0
7676,Mirlind Kryeziu,67,69,196.0,96.0,0,2373,27.0,61,5,2.0,2.0,3.8,31,2,65,42,63,64,70,62,23,64,48,54,24,62,58,36,64,91,51,36,37,73,68,59,31,31,23,35,36,18,8,10,7,10,8,53.5,53.5,48.0,55.42857142857143,37.625,8.6
7677,Alan Czerwiński,67,67,181.0,74.0,1,1724,31.0,451,8,3.0,3.0,3.4,1109,2,61,63,60,63,39,62,60,63,63,63,64,64,58,78,76,76,66,81,76,79,57,46,44,36,62,43,36,25,11,8,13,11,12,62.0,58.333333333333336,62.0,76.0,43.625,11.0
7678,Hassane Bandé,67,73,178.0,72.0,1,5566,25.0,681,2,4.0,3.0,2.6,257,2,66,70,12,37,60,66,65,27,64,63,56,62,52,85,62,63,70,86,85,72,54,66,68,65,48,40,60,64,15,7,9,15,11,68.0,57.5,56.66666666666666,74.71428571428571,58.125,11.4
7679,Fridolin Wagner,67,71,182.0,78.0,1,5948,26.0,108,6,3.0,2.0,1.9,1009,1,70,69,62,64,65,62,58,62,66,59,42,69,66,66,80,65,69,62,69,69,62,61,60,58,34,42,45,56,7,11,14,7,10,69.5,62.0,59.0,68.57142857142857,52.25,9.8
7680,Larry Angulo,67,67,185.0,78.0,1,552,29.0,194,8,3.0,3.0,5.8,885,0,68,66,47,59,59,64,59,64,62,58,43,67,70,70,83,80,70,66,64,71,50,74,57,73,48,67,55,45,8,13,11,7,12,67.0,61.0,60.0,72.0,58.625,10.2
7681,Karol Fila,67,71,183.0,76.0,1,3182,26.0,574,2,2.0,3.0,6.7,1222,2,68,70,64,66,68,58,56,63,57,48,60,62,55,75,72,68,66,77,71,74,61,54,52,42,60,39,48,46,7,8,12,6,9,69.0,58.333333333333336,59.0,71.85714285714286,50.25,8.4
7682,Adam Zreľák,67,67,183.0,80.0,0,4607,30.0,656,6,4.0,2.0,1.9,566,2,67,58,19,26,73,65,75,25,43,66,63,51,39,70,69,81,69,58,65,80,66,68,67,61,45,41,68,66,10,13,14,7,7,62.5,57.833333333333336,51.0,70.28571428571429,60.25,10.2
7683,Ramiro González,67,67,183.0,80.0,1,4907,33.0,61,8,3.0,2.0,5.3,768,0,62,42,62,68,75,58,32,58,35,60,32,61,51,36,68,81,52,32,51,73,71,49,34,36,22,32,40,24,8,9,14,10,13,52.0,53.0,48.0,56.142857142857146,38.5,10.8
7684,Jeffrey de Lange,67,71,191.0,78.0,1,12,26.0,258,8,4.0,1.0,2.5,1010,2,15,9,13,14,17,59,8,7,34,52,13,28,27,58,26,51,39,54,40,51,12,47,6,5,10,14,18,5,67,67,64,63,68,12.0,29.5,22.666666666666668,45.57142857142857,14.625,65.8
7685,Josh Earl,67,71,192.0,78.0,0,5443,25.0,71,2,3.0,3.0,3.2,1369,1,58,63,65,66,76,63,58,64,55,65,61,59,60,67,77,81,43,78,65,79,64,59,39,41,52,44,52,47,7,13,8,9,7,60.5,63.5,60.0,70.0,49.75,8.8
7686,Bryan Henning,67,67,172.0,73.0,1,3794,29.0,178,0,3.0,3.0,3.2,1011,2,65,67,67,66,77,71,52,69,68,67,45,67,66,80,84,61,82,59,83,61,40,61,55,56,40,36,42,49,6,6,8,14,9,66.0,67.33333333333333,59.333333333333336,72.85714285714286,47.375,8.6
7687,Yassin Fekir,67,68,170.0,65.0,1,4610,27.0,310,2,3.0,3.0,7.5,1131,3,71,74,34,34,65,58,63,20,61,60,65,64,58,73,37,49,82,74,77,54,47,62,70,65,57,59,58,56,7,7,15,9,8,72.5,54.5,62.333333333333336,63.71428571428572,59.25,9.2
7688,Ivan Marconi,67,67,184.0,80.0,0,5453,34.0,61,3,3.0,2.0,1.8,1971,1,59,42,62,67,80,68,35,66,35,50,31,64,51,62,61,67,69,64,48,71,70,49,45,39,33,29,45,37,14,8,10,13,6,50.5,55.66666666666666,48.66666666666666,63.142857142857146,43.375,10.2
7689,Alessandro Celli,67,67,182.0,76.0,0,2405,30.0,380,8,2.0,2.0,1.7,267,2,62,64,65,62,61,62,32,62,44,53,63,64,58,67,75,74,59,74,64,71,58,48,48,46,53,42,41,42,11,11,9,13,7,63.0,52.333333333333336,61.66666666666666,69.14285714285714,47.25,10.2
7690,Lion Lauberbach,67,71,194.0,85.0,1,1642,26.0,676,2,4.0,3.0,5.4,1011,3,67,68,25,43,62,65,65,27,59,66,59,66,48,68,73,83,56,84,63,79,63,67,66,60,52,45,52,62,5,13,14,9,6,67.5,57.333333333333336,57.66666666666666,72.28571428571429,58.375,9.4
7691,Christian Gebauer,67,67,187.0,75.0,1,1241,30.0,550,8,3.0,3.0,4.1,1011,2,66,65,48,54,47,66,64,55,57,59,61,62,51,84,76,69,62,75,67,77,57,63,64,58,54,42,52,58,8,14,12,6,14,65.5,58.0,58.0,72.85714285714286,56.0,10.8
7692,Reda Boultam,67,70,187.0,77.0,1,4012,26.0,527,0,3.0,3.0,9.7,1009,1,70,70,55,58,63,63,62,60,61,62,63,71,65,69,68,73,61,74,67,75,64,68,50,67,67,52,54,47,10,5,5,6,8,70.0,61.833333333333336,66.33333333333333,69.57142857142857,58.625,6.8
7693,Dennis Eckert Ayensa,67,70,183.0,82.0,1,2583,27.0,656,2,4.0,3.0,6.1,1010,2,70,71,16,15,25,61,64,18,48,57,38,60,37,71,62,74,66,77,67,79,70,65,68,60,45,50,69,63,14,9,6,10,14,70.5,45.5,45.0,70.85714285714286,61.25,10.6
7694,Oriol Busquets,67,72,185.0,77.0,1,2264,25.0,108,6,3.0,2.0,2.3,1119,2,65,60,62,62,63,64,41,67,68,70,56,71,67,39,67,70,59,34,53,62,64,56,36,47,46,42,42,37,10,9,6,5,12,62.5,62.16666666666666,64.66666666666667,54.85714285714285,46.25,8.4
7695,Vilanova,67,68,187.0,78.0,1,1568,27.0,61,8,3.0,2.0,2.7,1007,1,62,34,70,73,60,61,26,62,38,58,28,69,52,54,64,75,58,57,44,71,67,54,22,33,34,26,37,29,15,5,8,9,13,48.0,50.833333333333336,49.66666666666666,60.42857142857143,37.75,10.0
7696,Amine Benchaib,67,72,181.0,71.0,1,3262,26.0,31,2,4.0,3.0,3.3,1011,1,71,73,45,48,55,62,63,36,64,72,56,66,61,75,52,59,71,73,81,56,36,58,64,59,68,62,67,63,6,14,6,6,9,72.0,58.66666666666666,61.0,66.71428571428571,59.625,8.2
7697,Sergio Quiroga,67,67,162.0,62.0,1,3566,30.0,15,8,3.0,3.0,4.5,1967,0,71,69,52,55,49,64,63,49,67,62,68,71,64,74,66,53,90,71,76,57,46,61,56,60,65,66,56,39,6,14,15,11,10,70.0,59.0,67.66666666666667,69.57142857142857,56.125,11.2
7698,Tibor Halilović,67,67,176.0,70.0,1,3778,29.0,12,2,3.0,3.0,3.3,781,1,66,67,54,69,72,63,62,59,72,64,50,72,70,71,79,66,78,50,71,67,52,57,60,68,58,52,50,49,9,14,11,14,9,66.5,65.33333333333333,64.0,68.85714285714286,55.75,11.4
7699,Vito Hammershøy-Mistrati,67,67,177.0,76.0,1,3207,32.0,12,0,3.0,3.0,2.7,559,2,69,68,61,58,72,63,68,64,68,68,62,68,67,66,86,61,78,60,73,63,54,67,67,65,66,64,66,63,6,13,15,12,12,68.5,67.16666666666667,65.66666666666667,69.57142857142857,64.0,11.6
7700,Lukas Grgic,67,69,183.0,79.0,0,665,29.0,108,8,3.0,2.0,6.6,328,3,64,61,62,63,78,62,48,67,64,63,55,64,61,64,83,83,62,70,54,77,61,56,36,54,34,38,44,29,12,11,10,14,6,62.5,63.66666666666666,60.0,70.42857142857143,44.0,10.6
7701,Philipp Wiesinger,67,67,181.0,74.0,0,4428,30.0,61,8,3.0,2.0,7.3,1004,1,62,52,66,68,66,64,56,69,48,67,55,64,60,66,50,67,68,65,60,72,69,68,48,53,59,36,67,47,6,12,12,6,9,57.0,61.66666666666666,59.66666666666666,64.0,55.875,9.0
7702,Sadık Çiftpınar,67,67,183.0,78.0,1,2039,31.0,61,3,2.0,2.0,4.7,1369,2,48,40,69,67,70,67,20,65,35,59,32,52,38,71,64,72,65,71,70,77,67,34,23,16,22,22,42,23,15,13,14,11,11,44.0,52.66666666666666,40.66666666666666,70.0,31.125,12.8
7703,Okechukwu Azubuike,67,70,170.0,70.0,1,188,27.0,108,6,3.0,2.0,4.7,789,2,64,63,66,67,68,65,51,68,52,66,50,67,65,74,75,71,83,70,73,73,55,54,33,49,34,52,38,33,6,12,8,5,13,63.5,61.66666666666666,60.66666666666666,74.14285714285714,43.5,8.8
7704,Aboubakary Koita,67,71,175.0,69.0,1,5899,25.0,386,2,4.0,4.0,4.1,1321,2,66,71,57,60,52,62,61,62,60,61,64,62,57,86,64,68,76,80,87,64,32,83,60,78,72,75,46,54,14,14,8,8,6,68.5,59.66666666666666,61.0,75.0,62.5,10.0
7705,Ben Wiles,67,73,172.0,66.0,1,151,25.0,177,2,3.0,3.0,5.4,1262,1,66,65,59,64,64,65,63,62,66,62,60,68,67,72,86,68,84,67,81,68,54,60,62,64,55,56,61,41,11,10,7,9,13,65.5,63.66666666666666,65.0,75.14285714285714,56.625,10.0
7706,Dominik Schmid,67,72,183.0,74.0,0,3639,26.0,288,8,5.0,3.0,4.5,1112,3,64,63,61,57,57,63,58,59,66,57,70,67,66,77,84,67,70,77,71,69,50,70,40,65,73,70,45,55,10,13,8,7,7,63.5,60.0,67.66666666666667,73.57142857142857,58.5,9.0
7707,Shayne Lavery,67,73,182.0,73.0,1,1502,25.0,656,2,3.0,2.0,4.3,1417,1,64,67,30,19,64,68,68,16,52,61,48,59,42,78,70,56,76,76,78,71,61,69,71,63,54,40,67,63,13,13,12,12,8,65.5,54.833333333333336,49.66666666666666,72.14285714285714,61.0,11.6
7708,Matheus Aiás,67,70,175.0,72.0,1,1406,27.0,657,2,5.0,3.0,3.8,1250,2,69,68,19,32,45,65,64,14,56,66,31,62,52,76,60,71,78,72,77,78,62,68,68,63,41,50,65,58,13,14,6,6,12,68.5,51.66666666666666,48.333333333333336,73.14285714285714,59.375,10.2
7709,Thore Jacobsen,67,70,182.0,76.0,0,188,27.0,99,0,3.0,2.0,3.9,1010,1,67,66,60,63,67,64,62,67,60,60,65,70,63,66,77,68,63,71,76,64,52,63,54,49,51,52,61,40,6,11,9,12,6,66.5,63.333333333333336,66.0,69.28571428571429,52.75,8.8
7710,Kevin Broll,67,69,184.0,85.0,1,779,28.0,258,8,3.0,1.0,2.5,944,1,17,12,11,12,16,69,7,18,48,60,10,23,25,15,25,49,33,15,26,43,12,36,7,8,11,12,13,5,64,70,64,48,71,14.5,36.333333333333336,19.33333333333333,29.428571428571427,13.0,63.4
7711,Torge Paetow,67,70,188.0,85.0,1,616,29.0,84,6,5.0,2.0,1.5,1010,1,60,45,67,71,61,60,28,64,35,52,45,55,45,61,58,79,47,62,45,76,66,41,27,26,30,28,40,25,14,5,8,14,13,52.5,50.0,48.333333333333336,61.142857142857146,35.375,10.8
7712,Luca Schnellbacher,67,67,180.0,76.0,1,4629,30.0,676,8,4.0,3.0,4.8,1161,3,62,64,33,36,55,61,68,34,60,62,30,60,50,85,74,67,76,83,76,79,64,65,70,57,42,32,62,55,9,6,7,7,15,63.0,56.66666666666666,46.66666666666666,77.14285714285714,55.875,8.8
7713,Marvin Spielmann,67,67,180.0,73.0,1,1797,28.0,345,2,3.0,3.0,4.2,788,1,67,65,35,34,46,58,65,30,58,64,66,65,58,78,69,69,65,83,76,75,59,72,65,66,68,64,62,63,12,15,10,12,8,66.0,53.5,63.0,73.57142857142857,64.875,11.4
7714,Tachi,67,74,184.0,82.0,1,5707,26.0,84,5,3.0,2.0,2.8,316,1,61,40,70,71,66,60,23,64,31,52,33,68,46,43,33,67,54,57,32,69,75,41,26,25,30,28,30,32,15,11,12,13,8,50.5,49.333333333333336,49.0,50.71428571428572,35.875,11.8
7715,Elisha Owusu,67,71,182.0,72.0,1,5137,26.0,108,8,3.0,2.0,2.7,821,2,65,65,66,67,67,64,53,66,60,64,55,69,67,64,66,69,70,60,68,61,48,66,44,54,53,45,53,49,12,12,10,5,9,65.0,62.333333333333336,63.66666666666666,65.42857142857143,51.5,9.6
